time,open,high,low,close,tick_volume,spread,real_volume
2022-08-22 20:00:00,4157.4,4157.9,4138.4,4139.4,1654,20,0
2022-08-22 21:00:00,4139.4,4141.4,4131.2,4134.4,1424,20,0
2022-08-22 22:00:00,4134.4,4143.4,4129.9,4140.7,2042,20,0
2022-08-22 23:00:00,4140.8,4145.0,4139.8,4144.3,514,50,0
2022-08-23 01:00:00,4144.8,4148.0,4142.0,4146.5,535,50,0
2022-08-23 02:00:00,4146.5,4150.5,4145.8,4150.0,423,50,0
2022-08-23 03:00:00,4150.3,4151.0,4141.5,4142.3,726,50,0
2022-08-23 04:00:00,4142.4,4148.1,4141.0,4142.5,1013,50,0
2022-08-23 05:00:00,4142.8,4149.3,4142.8,4148.3,790,50,0
2022-08-23 06:00:00,4148.5,4149.3,4144.3,4144.5,571,50,0
2022-08-23 07:00:00,4144.8,4145.8,4139.3,4140.0,248,50,0
2022-08-23 08:00:00,4139.8,4140.8,4129.5,4132.8,800,50,0
2022-08-23 09:00:00,4133.0,4136.5,4115.8,4122.5,1596,50,0
2022-08-23 10:00:00,4123.0,4148.0,4122.5,4146.0,3036,50,0
2022-08-23 11:00:00,4146.5,4154.5,4145.8,4146.3,1563,50,0
2022-08-23 12:00:00,4146.0,4151.0,4142.3,4150.5,1125,50,0
2022-08-23 13:00:00,4150.3,4150.5,4139.8,4142.8,1120,50,0
2022-08-23 14:00:00,4142.5,4147.5,4138.5,4146.3,1037,50,0
2022-08-23 15:00:00,4146.0,4147.0,4134.3,4135.9,1630,50,0
2022-08-23 16:00:00,4136.3,4150.4,4129.3,4144.3,3376,20,0
2022-08-23 17:00:00,4144.3,4160.2,4133.7,4134.9,4095,20,0
2022-08-23 18:00:00,4134.7,4141.2,4126.2,4135.2,3159,20,0
2022-08-23 19:00:00,4135.2,4137.9,4123.4,4136.7,2416,20,0
2022-08-23 20:00:00,4136.7,4141.7,4126.2,4130.4,2383,20,0
2022-08-23 21:00:00,4130.4,4138.4,4127.7,4133.9,2042,20,0
2022-08-23 22:00:00,4133.7,4140.9,4127.4,4129.2,2168,20,0
2022-08-23 23:00:00,4129.4,4131.3,4125.5,4125.7,348,20,0
2022-08-24 01:00:00,4125.7,4129.7,4125.7,4128.9,404,50,0
2022-08-24 02:00:00,4129.2,4130.9,4125.7,4126.9,406,50,0
2022-08-24 03:00:00,4127.2,4129.3,4122.9,4124.4,1247,50,0
2022-08-24 04:00:00,4124.1,4125.1,4113.6,4116.9,916,50,0
2022-08-24 05:00:00,4117.1,4118.4,4111.9,4113.6,1003,50,0
2022-08-24 06:00:00,4113.6,4115.1,4112.4,4113.9,723,50,0
2022-08-24 07:00:00,4113.9,4123.6,4111.4,4122.6,434,50,0
2022-08-24 08:00:00,4122.5,4124.6,4120.1,4122.6,863,50,0
2022-08-24 09:00:00,4122.6,4127.1,4118.1,4122.6,1288,50,0
2022-08-24 10:00:00,4122.6,4129.9,4108.4,4116.9,3115,50,0
2022-08-24 11:00:00,4116.6,4133.1,4115.6,4131.4,1850,50,0
2022-08-24 12:00:00,4131.4,4133.1,4124.1,4125.4,1369,50,0
2022-08-24 13:00:00,4125.4,4129.1,4123.1,4124.3,1197,50,0
2022-08-24 14:00:00,4124.6,4137.6,4123.6,4135.8,1227,50,0
2022-08-24 15:00:00,4135.8,4140.1,4126.9,4131.6,1578,50,0
2022-08-24 16:00:00,4131.6,4132.0,4119.5,4128.0,2770,20,0
2022-08-24 17:00:00,4127.7,4142.1,4124.6,4136.6,3110,20,0
